geoid,pct_black,pct_white,median_income,total_race_pop,black_pop,white_pop,pct_hispanic,pct_under18,pct_65plus,median_age,pct_bachelors_plus,pct_poverty
24510010100,0.08383874420264002,0.8073492686407421,151420.0,2803.0,235.0,2263.0,0.07991437745272922,0.09739564752051373,0.15269354263289334,36.4,0.8136306268405553,0.04411200613732259
24510010200,0.034333333333333334,0.819,155089.0,3000.0,103.0,2457.0,0.034,0.14933333333333335,0.048666666666666664,32.4,0.7581097316780137,0.049666666666666665
24510010300,0.0,0.9093733816675298,159837.0,1931.0,0.0,1756.0,0.05385810460901087,0.08648368720870016,0.03676851372345935,32.3,0.846836191602602,0.05748316934230968
24510010400,0.05937702790395847,0.7608695652173914,149635.0,3082.0,183.0,2345.0,0.14146658014276445,0.12621674237508113,0.08500973393900065,34.9,0.8509743981658388,0.027903958468526932
24510010500,0.0709639266706091,0.7942046126552336,112375.0,1691.0,120.0,1343.0,0.08574807806031934,0.16499112950916617,0.09816676522767594,35.7,0.7589784517158819,0.098868374032162
24510020100,0.12015945330296128,0.6531890660592256,113614.0,1756.0,211.0,1147.0,0.2152619589977221,0.08428246013667426,0.029612756264236904,30.7,0.8436308161708619,0.12072892938496584
24510020200,0.12958963282937366,0.6537077033837293,68750.0,1389.0,180.0,908.0,0.18070554355651547,0.1238300935925126,0.11807055435565154,34.2,0.6073345259391771,0.18545994065281898
24510020300,0.14622641509433962,0.7051886792452831,106250.0,3816.0,558.0,2691.0,0.049266247379454925,0.027777777777777776,0.10875262054507337,33.7,0.7384346814082048,0.07547169811320754
24510030100,0.7868649318463445,0.17657992565055763,48438.0,1614.0,1270.0,285.0,0.013630731102850062,0.24287484510532836,0.0811648079306072,37.6,0.24468988954970264,0.42379182156133827
24510030200,0.2023121387283237,0.6242774566473989,102366.0,3114.0,630.0,1944.0,0.13937058445728967,0.08253050738599872,0.12235067437379576,37.6,0.5837466615795498,0.2158944658944659
24510040100,0.4378046862714263,0.381192011322535,70297.0,6359.0,2784.0,2424.0,0.0813020915238245,0.029407139487340778,0.031766000943544585,31.8,0.7252611081607364,0.13760025161188866
24510040200,0.527736131934033,0.29985007496251875,57574.0,1334.0,704.0,400.0,0.0727136431784108,0.10119940029985007,0.005247376311844078,23.1,0.5874769797421732,0.42473118279569894
24510060100,0.4785207321628689,0.36085169966380276,65684.0,2677.0,1281.0,966.0,0.076951811729548,0.18229361225252147,0.19237952932387,32.4,0.5242621310655328,0.12962271199103473
24510060200,0.2881064834693001,0.4834693001288107,78088.0,2329.0,671.0,1126.0,0.2215543151567196,0.18763417775869473,0.07599828252468871,34.0,0.5213533000554631,0.13493768801031372
24510060300,0.22704081632653061,0.4260204081632653,87857.0,1568.0,356.0,668.0,0.29591836734693877,0.21301020408163265,0.04974489795918367,31.5,0.6285971223021583,0.19935897435897437
24510060400,0.5085271317829457,0.37416020671834627,39083.0,1935.0,984.0,724.0,0.016020671834625324,0.15813953488372093,0.08992248062015504,30.8,0.5380852550663872,0.3801478352692714
24510070100,0.9089060593737291,0.0073200488003253355,62712.0,2459.0,2235.0,18.0,0.015860105734038225,0.32533550223668156,0.14111427409516064,31.8,0.08266276517922458,0.3782025213501423
24510070200,0.6540761724897702,0.007554296506137866,36862.0,3177.0,2078.0,24.0,0.11709159584513693,0.3657538558388417,0.07145105445388732,30.6,0.16802168021680217,0.39615259210955334
24510070300,0.8182701652089407,0.07968901846452867,65469.0,1029.0,842.0,82.0,0.01652089407191448,0.15840621963070942,0.07094266277939747,32.5,0.3185378590078329,0.2001943634596696
24510070400,0.715358361774744,0.09351535836177474,29714.0,1465.0,1048.0,137.0,0.07440273037542662,0.12559726962457338,0.2068259385665529,34.4,0.3348174532502226,0.2593856655290102
24510080101,0.7058520237174529,0.18613044599123485,65714.0,3879.0,2738.0,722.0,0.13328177365300334,0.23846352152616654,0.13895333848930136,37.4,0.3199834847233691,0.10002577984016499
24510080102,0.9553679131483716,0.021712907117008445,33906.0,1658.0,1584.0,36.0,0.0,0.24185765983112184,0.14535585042219543,35.2,0.11370262390670553,0.34480676328502413
24510080200,0.9543650793650794,0.034722222222222224,53000.0,1008.0,962.0,35.0,0.010912698412698412,0.2638888888888889,0.12400793650793651,45.5,0.23939393939393938,0.5357142857142857
24510080301,0.8703108252947481,0.001607717041800643,39196.0,1866.0,1624.0,3.0,0.12808145766345122,0.3311897106109325,0.1495176848874598,30.0,0.12546468401486988,0.248642779587405
24510080302,0.8965848965848966,0.0707070707070707,42917.0,2079.0,1864.0,147.0,0.0,0.1265031265031265,0.2751322751322751,50.5,0.14138972809667674,0.14299610894941633
24510080400,0.971830985915493,0.018779342723004695,34798.0,852.0,828.0,16.0,0.0,0.2652582159624413,0.04929577464788732,31.8,0.16723549488054607,0.13849765258215962
24510080500,0.8679525222551929,0.10534124629080119,,1348.0,1170.0,142.0,0.0,0.13353115727002968,0.1513353115727003,46.0,0.0425531914893617,0.4362017804154303
24510080600,0.9138068635275339,0.018355945730247406,41339.0,1253.0,1145.0,23.0,0.07342378292098962,0.20351157222665603,0.19553072625698323,45.1,0.11304347826086956,0.3274706867671692
24510080700,0.6772867420349434,0.050359712230215826,51250.0,973.0,659.0,49.0,0.12127440904419322,0.32168550873586843,0.08633093525179857,31.1,0.3629032258064516,0.44398766700924974
24510080800,0.8231120121642169,0.06183476938672073,65978.0,1973.0,1624.0,122.0,0.08717688798783578,0.24784591991890523,0.0937658388241257,30.6,0.2315711094564408,0.2916666666666667
24510090100,0.8652291105121294,0.09380053908355795,62176.0,3710.0,3210.0,348.0,0.015902964959568732,0.22264150943396227,0.16792452830188678,40.3,0.2932971716388997,0.17493261455525608
24510090200,0.6797970754998508,0.1823336317517159,87371.0,3351.0,2278.0,611.0,0.03879438973440764,0.20411817367949867,0.28409430020889287,48.3,0.46679611650485436,0.10876871371830125
24510090300,0.7603156708004509,0.18466741826381058,66642.0,4435.0,3372.0,819.0,0.018038331454340473,0.21871476888387825,0.190304396843292,41.5,0.39756532066508316,0.3146600406595889
